"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
3,45,2.6326,-6.323,2.6326,-6.323,528,395,0,-8.5,8.4853,-0.014719,1,0,201,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,2.177,39.5886776907394,5.41132230926064,FALSE,"s01"
4,135,-3.1164,-5.3422,-3.1164,-5.3422,528,395,0,-8.5,-8.4853,-0.014719,1,0,361,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,3.1578,134.621942104681,0.378057895319017,FALSE,"s01"
7,45,2.4573,-6.227,2.4573,-6.227,528,395,0,-8.5,8.4853,-0.014719,1,0,201,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,2.273,42.7687939786034,2.23120602139664,FALSE,"s01"
8,90,-0.3484,-5.6878,-0.3484,-5.6878,528,395,0,-8.5,0,3.5,1,0,121,1,1,0,1,"s01","align_explicit_train_selected",12,90,2.8122,97.0623185498961,-7.06231854989609,FALSE,"s01"
9,135,-2.4415,-7.4445,-2.4415,-7.4445,528,395,0,-8.5,-8.4853,-0.014719,1,0,321,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,1.0555,156.620389706126,-21.620389706126,FALSE,"s01"
10,45,3.5269,-6.0103,3.5269,-6.0103,528,395,0,-8.5,8.4853,-0.014719,1,0,521,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,2.4897,35.2189323445844,9.78106765541563,FALSE,"s01"
11,90,-0.1038,-2.9286,-0.1038,-2.9286,528,395,0,-8.5,0,3.5,1,0,601,1,1,0,1,"s01","align_explicit_train_selected",12,90,5.5714,91.0673464364107,-1.06734643641073,FALSE,"s01"
12,135,-2.0065,-7.3176,-2.0065,-7.3176,528,395,0,-8.5,-8.4853,-0.014719,1,0,341,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,1.1824,149.48980044206,-14.4898004420601,FALSE,"s01"
13,90,-0.0027,-2.684,-0.0027,-2.684,528,395,0,-8.5,0,3.5,1,0,621,1,1,0,1,"s01","align_explicit_train_selected",12,90,5.816,90.0265987953184,-0.026598795318435,FALSE,"s01"
14,135,-2.8503,-5.7402,-2.8503,-5.7402,528,395,0,-8.5,-8.4853,-0.014719,1,0,361,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,2.7598,135.924193566991,-0.924193566990539,FALSE,"s01"
15,45,3.1944,-5.6975,3.1944,-5.6975,528,395,0,-8.5,8.4853,-0.014719,1,0,581,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,2.8025,41.2610127342042,3.73898726579583,FALSE,"s01"
16,90,0.2839,-3.9283,0.2839,-3.9283,528,395,0,-8.5,0,3.5,1,0,561,1,1,0,1,"s01","align_explicit_train_selected",12,90,4.5717,86.4465274131366,3.55347258686344,FALSE,"s01"
17,135,-2.1709,-6.9332,-2.1709,-6.9332,528,395,0,-8.5,-8.4853,-0.014719,1,0,381,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,1.5668,144.180949383121,-9.18094938312069,FALSE,"s01"
18,45,2.7601,-6.3705,2.7601,-6.3705,528,395,0,-8.5,8.4853,-0.014719,1,0,481,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,2.1295,37.6512643691049,7.34873563089513,FALSE,"s01"
19,90,0.0665,-3.9867,0.0665,-3.9867,528,395,0,-8.5,0,3.5,1,0,504,1,1,0,1,"s01","align_explicit_train_selected",12,90,4.5133,89.155851893867,0.844148106133019,FALSE,"s01"
20,45,3.6044,-4.9602,3.6044,-4.9602,528,395,0,-8.5,8.4853,-0.014719,1,0,661,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,3.5398,44.4819284896007,0.518071510399288,FALSE,"s01"
21,135,-2.7487,-6.382,-2.7487,-6.382,528,395,0,-8.5,-8.4853,-0.014719,1,0,381,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,2.118,142.384091957373,-7.38409195737344,FALSE,"s01"
22,135,-3.1886,-4.9861,-3.1886,-4.9861,528,395,0,-8.5,-8.4853,-0.014719,1,0,501,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,3.5139,132.2213796112,2.77862038879985,FALSE,"s01"
23,90,0.1411,-2.8638,0.1411,-2.8638,528,395,0,-8.5,0,3.5,1,0,661,1,1,0,1,"s01","align_explicit_train_selected",12,90,5.6362,88.5659227490195,1.43407725098048,FALSE,"s01"
24,45,3.45,-5.0954,3.45,-5.0954,528,395,0,-8.5,8.4853,-0.014719,1,0,521,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,3.4046,44.6205190158388,0.379480984161169,FALSE,"s01"
25,135,-3.9322,-4.9539,-3.9322,-4.9539,528,395,0,-8.5,-8.4853,-0.014719,1,0,481,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,3.5461,137.955521422379,-2.95552142237855,FALSE,"s01"
26,90,0.5312,-2.7026,0.5312,-2.7026,528,395,0,-8.5,0,3.5,1,0,541,1,1,0,1,"s01","align_explicit_train_selected",12,90,5.7974,84.7647617586154,5.23523824138456,FALSE,"s01"
27,45,3.4035,-5.2979,3.4035,-5.2979,528,395,0,-8.5,8.4853,-0.014719,1,0,581,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,3.2021,43.2536338356769,1.74636616432309,FALSE,"s01"
28,90,-0.0665,-6.059,-0.0665,-6.059,528,395,0,-8.5,0,3.5,1,0,361,1,1,0,1,"s01","align_explicit_train_selected",12,90,2.441,91.5605191109964,-1.56051911099642,FALSE,"s01"
29,45,3.581,-4.9501,3.581,-4.9501,528,395,0,-8.5,8.4853,-0.014719,1,0,521,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,3.5499,44.7501174542924,0.249882545707635,FALSE,"s01"
30,135,-3.7114,-5.7002,-3.7114,-5.7002,528,395,0,-8.5,-8.4853,-0.014719,1,0,381,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,2.7998,142.969886567473,-7.96988656747257,FALSE,"s01"
31,45,4.2592,-4.9716,4.2592,-4.9716,528,395,0,-8.5,8.4853,-0.014719,1,0,501,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,3.5284,39.638978590266,5.36102140973399,FALSE,"s01"
32,90,-0.1048,-3.7812,-0.1048,-3.7812,528,395,0,-8.5,0,3.5,1,0,421,1,1,0,1,"s01","align_explicit_train_selected",12,90,4.7188,91.2722748890681,-1.27227488906814,FALSE,"s01"
33,135,-3.9512,-5.8016,-3.9512,-5.8016,528,395,0,-8.5,-8.4853,-0.014719,1,0,341,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,2.6984,145.669589852383,-10.6695898523829,FALSE,"s01"
34,90,0.8285,-2.6553,0.8285,-2.6553,528,395,0,-8.5,0,3.5,1,0,501,1,1,0,1,"s01","align_explicit_train_selected",12,90,5.8447,81.9319408025602,8.06805919743977,FALSE,"s01"
35,45,3.5548,-4.9883,3.5548,-4.9883,528,395,0,-8.5,8.4853,-0.014719,1,0,521,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,3.5117,44.6505458888646,0.349454111135394,FALSE,"s01"
36,135,-4.202,-5.5833,-4.202,-5.5833,528,395,0,-8.5,-8.4853,-0.014719,1,0,441,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,2.9167,145.234640377389,-10.234640377389,FALSE,"s01"
37,135,-3.3719,-5.8956,-3.3719,-5.8956,528,395,0,-8.5,-8.4853,-0.014719,1,0,381,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,2.6044,142.318093521919,-7.31809352191945,FALSE,"s01"
38,90,0.493,-4.2672,0.493,-4.2672,528,395,0,-8.5,0,3.5,1,0,381,1,1,0,1,"s01","align_explicit_train_selected",12,90,4.2328,83.3566148175182,6.64338518248184,FALSE,"s01"
39,45,3.7119,-4.3159,3.7119,-4.3159,528,395,0,-8.5,8.4853,-0.014719,1,0,464,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,4.1841,48.4223509997376,-3.42235099973758,FALSE,"s01"
40,135,-1.8566,-7.246,-1.8566,-7.246,528,395,0,-8.5,-8.4853,-0.014719,1,0,206,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,1.254,145.963798622519,-10.9637986225191,FALSE,"s01"
41,45,5.8463,-4.5923,5.8463,-4.5923,528,395,0,-8.5,8.4853,-0.014719,1,0,3781,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,3.9077,33.7589915519717,11.2410084480283,FALSE,"s01"
42,90,0.2944,-5.8499,0.2944,-5.8499,528,395,0,-8.5,0,3.5,1,0,201,1,1,0,1,"s01","align_explicit_train_selected",12,90,2.6501,83.6609947330219,6.33900526697809,FALSE,"s01"
43,45,2.2339,-5.9044,2.2339,-5.9044,528,395,0,-8.5,8.4853,-0.014719,1,0,281,1,1,0,1,"s01","align_explicit_train_selected",8.485281,44.9999358525315,2.5956,49.2831071399994,-4.28310713999942,FALSE,"s01"
44,90,-0.3985,-2.6829,-0.3985,-2.6829,528,395,0,-8.5,0,3.5,1,0,521,1,1,0,1,"s01","align_explicit_train_selected",12,90,5.8171,93.9189203396917,-3.91892033969172,FALSE,"s01"
45,135,-4.5464,-4.3178,-4.5464,-4.3178,528,395,0,-8.5,-8.4853,-0.014719,1,0,461,1,1,0,1,"s01","align_explicit_train_selected",8.485281,135.000064147469,4.1822,137.389275012093,-2.38927501209329,FALSE,"s01"
