"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
4,135,-3.8403,-5.2021,-3.8403,-5.2021,528,395,0,-8.5,-8.4853,-0.014719,1,0,960,1,1,0,1,"ae_0225","align_explicit_train_selected",8.485281,135.000064147469,3.2979,139.345300761266,-4.34530076126637,FALSE,"ae_0225"
5,90,-0.671,-3.5952,-0.671,-3.5952,528,395,0,-8.5,0,3.5,1,0,1161,1,1,0,1,"ae_0225","align_explicit_train_selected",12,90,4.9048,97.7899778240191,-7.78997782401912,FALSE,"ae_0225"
6,45,3.0353,-4.4834,3.0353,-4.4834,528,395,0,-8.5,8.4853,-0.014719,1,0,1260,1,1,0,1,"ae_0225","align_explicit_train_selected",8.485281,44.9999358525315,4.0166,52.9220637071683,-7.92206370716827,FALSE,"ae_0225"
7,90,0.6986,-5.4695,0.6986,-5.4695,528,395,0,-8.5,0,3.5,1,0,861,1,1,0,1,"ae_0225","align_explicit_train_selected",12,90,3.0305,77.018777718659,12.981222281341,FALSE,"ae_0225"
8,45,5.138,-3.5106,5.138,-3.5106,528,395,0,-8.5,8.4853,-0.014719,1,0,1121,1,1,0,1,"ae_0225","align_explicit_train_selected",8.485281,44.9999358525315,4.9894,44.1593556208419,0.84064437915805,FALSE,"ae_0225"
9,135,-2.964,-5.3178,-2.964,-5.3178,528,395,0,-8.5,-8.4853,-0.014719,1,0,502,1,1,0,1,"ae_0225","align_explicit_train_selected",8.485281,135.000064147469,3.1822,132.966761458259,2.03323854174116,FALSE,"ae_0225"
10,45,3.6718,-6.1609,3.6718,-6.1609,528,395,0,-8.5,8.4853,-0.014719,1,0,620,1,1,0,1,"ae_0225","align_explicit_train_selected",8.485281,44.9999358525315,2.3391,32.4989501601367,12.5010498398633,FALSE,"ae_0225"
11,90,-0.1179,-4.5067,-0.1179,-4.5067,528,395,0,-8.5,0,3.5,1,0,521,1,1,0,1,"ae_0225","align_explicit_train_selected",12,90,3.9933,91.6911353060319,-1.6911353060319,FALSE,"ae_0225"
12,135,-3.4874,-5.4653,-3.4874,-5.4653,528,395,0,-8.5,-8.4853,-0.014719,1,0,440,1,1,0,1,"ae_0225","align_explicit_train_selected",8.485281,135.000064147469,3.0347,138.970540970185,-3.97054097018491,FALSE,"ae_0225"
13,45,3.6171,-6.2218,3.6171,-6.2218,528,395,0,-8.5,8.4853,-0.014719,1,0,620,1,1,0,1,"ae_0225","align_explicit_train_selected",8.485281,44.9999358525315,2.2782,32.2044296826529,12.7955703173471,FALSE,"ae_0225"
