group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active
handview,bf_3237,91,65.402,50,0,0,5.0293,10.986,4.33373761,11.16254364,1,3260,1,1
handview,bf_3237,92,109.84,130,0,0,-4.1174,11.409,-3.26466239,11.79354364,1,3229,1,1
handview,bf_3237,93,107.51,90,0,0,-3.6788,11.658,-1.66876239,11.27754364,1,3129,1,1
handview,bf_3237,94,92.416,90,0,0,-0.5103,12.093,1.97553761,12.45254364,1,2989,1,1
handview,bf_3237,95,74.178,50,0,0,3.2838,11.588,4.47663761,10.84754364,1,2869,1,1
handview,bf_3237,96,124.55,130,0,0,-6.9161,10.045,-4.38416239,11.10554364,1,3029,1,1
handview,bf_3237,97,110.39,90,0,0,-4.3588,11.728,-2.78826239,11.90754364,1,2829,1,1
handview,bf_3237,98,131.52,130,0,0,-8.181,9.2408,-5.69426239,10.81854364,1,2909,1,1
handview,bf_3237,99,71.233,50,0,0,3.8634,11.37,5.42943761,10.44554364,1,3283,1,1
handview,bf_3237,100,131.27,130,0,0,-8.0419,9.164,-5.36076239,10.78954364,1,2965,1,1
handview,bf_3237,101,91.884,50,0,0,-0.3986,12.118,4.11933761,11.93654364,1,3469,1,1
handview,bf_3237,102,87.074,90,0,0,0.6215,12.159,0.73696761,11.76454364,1,3502,1,1
handview,bf_3237,103,58.488,50,0,0,6.3071,10.287,5.95343761,11.59254364,1,3328,1,1
handview,bf_3237,104,88.345,90,0,0,0.3515,12.166,3.54763761,11.56354364,1,3601,1,1
handview,bf_3237,105,131.72,130,0,0,-8.0762,9.0594,-6.48036239,10.41754364,1,3940,1,1
handview,bf_3237,106,72.006,50,0,0,3.7215,11.458,4.64333761,10.33154364,1,3706,1,1
handview,bf_3237,107,91.016,90,0,0,-0.2177,12.273,3.54763761,12.02254364,1,3221,1,1
handview,bf_3237,108,133.78,130,0,0,-8.4949,8.8648,-6.17066239,11.07654364,1,3254,1,1
handview,bf_3237,235,64.194,50,0,0,5.3289,11.02,4.64333761,11.33454364,2,3090,1,1
handview,bf_3237,236,112.9,130,0,0,-4.684,11.09,-3.81256239,10.76154364,2,3019,1,1
handview,bf_3237,237,98.335,90,0,0,-1.7732,12.103,-3.05036239,11.99354364,2,3149,1,1
handview,bf_3237,238,74.559,50,0,0,3.2698,11.838,3.33333761,12.50954364,2,3189,1,1
handview,bf_3237,239,91.839,90,0,0,-0.3928,12.231,-0.57306239,12.42354364,2,3549,1,1
handview,bf_3237,240,115.65,130,0,0,-5.2686,10.971,-3.21706239,11.33454364,2,3248,1,1
handview,bf_3237,241,98.044,90,0,0,-1.6841,11.916,-0.12053239,12.85354364,2,3489,1,1
handview,bf_3237,242,125.68,130,0,0,-7.1445,9.9501,-5.45606239,11.04754364,2,3258,1,1
handview,bf_3237,243,78.138,50,0,0,2.4794,11.804,3.16653761,10.10154364,2,3119,1,1
handview,bf_3237,244,72.647,90,0,0,3.6566,11.702,4.88153761,10.84754364,2,3295,1,1
handview,bf_3237,245,69.345,50,0,0,4.256,11.29,4.61953761,11.82154364,2,3190,1,1
handview,bf_3237,246,117.68,130,0,0,-5.651,10.771,-4.76536239,11.10554364,2,3763,1,1
handview,bf_3237,247,59.452,50,0,0,6.2515,10.593,6.33453761,10.07354364,2,3293,1,1
handview,bf_3237,248,122.56,130,0,0,-6.5551,10.265,-5.76576239,9.700543638,2,3660,1,1
handview,bf_3237,249,102.84,90,0,0,-2.6992,11.846,-4.55096239,11.16254364,2,3682,1,1
handview,bf_3237,250,111.81,130,0,0,-4.4895,11.22,-2.19286239,12.91154364,2,3564,1,1
handview,bf_3237,251,76.3,50,0,0,2.8557,11.714,3.26183761,11.96554364,2,4558,1,1
handview,bf_3237,252,93.058,90,0,0,-0.6542,12.246,0.59405761,12.33754364,2,3648,1,1
