"trial","target","Xcursor","Ycursor","Xrobot","Yrobot","XscreenO","YscreenO","Xhome","Yhome","XTarget","Ytarget","blocknumber","rotation","time","trialselected","sampleselected","sampleinterpolated","maxvelocity","participant","task","new_targety","new_target_angle","relative_cursory","pv_angle_OG","pv_angle","isoutlier","subject"
5,45,2.4041,-5.3701,2.4041,-5.3701,528,395,0,-8.5,8.4853,-0.014719,1,0,141,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,3.1299,52.4718595210591,-7.4718595210591,FALSE,"af_0111"
7,90,2.0265,-3.8557,2.0265,-3.8557,528,395,0,-8.5,0,3.5,1,0,280,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,4.6443,66.4263678378088,23.5736321621912,FALSE,"af_0111"
8,45,4.2704,-3.1001,4.2704,-3.1001,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,5.3999,51.6620141554519,-6.66201415545191,FALSE,"af_0111"
10,45,3.3332,-4.5098,3.3332,-4.5098,528,395,0,-8.5,8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,3.9902,50.126419902545,-5.12641990254502,FALSE,"af_0111"
11,135,-1.1657,-5.2693,-1.1657,-5.2693,528,395,0,-8.5,-8.4853,-0.014719,1,0,100,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,3.2307,109.840439249703,25.1595607502972,FALSE,"af_0111"
19,90,1.8883,-4.0474,1.8883,-4.0474,528,395,0,-8.5,0,3.5,1,0,220,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,4.4526,67.0187189720456,22.9812810279544,FALSE,"af_0111"
20,135,-2.0941,-2.5155,-2.0941,-2.5155,528,395,0,-8.5,-8.4853,-0.014719,1,0,360,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,5.9845,109.285994747872,25.7140052521278,FALSE,"af_0111"
21,45,3.643,-4.3912,3.643,-4.3912,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,4.1088,48.4387267588015,-3.43872675880147,FALSE,"af_0111"
22,135,-1.2045,-3.7476,-1.2045,-3.7476,528,395,0,-8.5,-8.4853,-0.014719,1,0,400,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,4.7524,104.222182487784,30.7778175122159,FALSE,"af_0111"
23,45,3.8347,-4.5125,3.8347,-4.5125,528,395,0,-8.5,8.4853,-0.014719,1,0,180,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,3.9875,46.1190818189913,-1.11908181899133,FALSE,"af_0111"
25,135,-1.9412,-1.4171,-1.9412,-1.4171,528,395,0,-8.5,-8.4853,-0.014719,1,0,420,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,7.0829,105.326622495962,29.6733775040376,FALSE,"af_0111"
26,45,2.0058,-5.1939,2.0058,-5.1939,528,395,0,-8.5,8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,3.3061,58.7549493415321,-13.7549493415321,FALSE,"af_0111"
27,90,2.4727,-4.7254,2.4727,-4.7254,528,395,0,-8.5,0,3.5,1,0,220,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,3.7746,56.7716216853385,33.2283783146615,FALSE,"af_0111"
29,90,1.7469,-4.582,1.7469,-4.582,528,395,0,-8.5,0,3.5,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,3.918,65.9695691464892,24.0304308535108,FALSE,"af_0111"
30,45,3.4842,-5.9708,3.4842,-5.9708,528,395,0,-8.5,8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,2.5292,35.9761044592332,9.02389554076677,FALSE,"af_0111"
33,45,2.7933,-4.034,2.7933,-4.034,528,395,0,-8.5,8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,4.466,57.9757082457011,-12.9757082457011,FALSE,"af_0111"
34,90,0.9609,-6.2077,0.9609,-6.2077,528,395,0,-8.5,0,3.5,1,0,101,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,2.2923,67.257252558023,22.742747441977,FALSE,"af_0111"
36,45,3.8101,-4.3736,3.8101,-4.3736,528,395,0,-8.5,8.4853,-0.014719,1,0,160,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,4.1264,47.2822490119571,-2.28224901195709,FALSE,"af_0111"
37,90,2.2162,-2.6477,2.2162,-2.6477,528,395,0,-8.5,0,3.5,1,0,301,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,5.8523,69.2588883523324,20.7411116476676,FALSE,"af_0111"
38,135,-0.6235,-6.4294,-0.6235,-6.4294,528,395,0,-8.5,-8.4853,-0.014719,1,0,200,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,2.0706,106.758122342505,28.2418776574951,FALSE,"af_0111"
39,45,2.0518,-2.9595,2.0518,-2.9595,528,395,0,-8.5,8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,5.5405,69.6790187740952,-24.6790187740952,FALSE,"af_0111"
40,45,2.6803,-5.2137,2.6803,-5.2137,528,395,0,-8.5,8.4853,-0.014719,1,0,120,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,3.2863,50.7993809912777,-5.79938099127767,FALSE,"af_0111"
42,135,-2.2527,-4.1517,-2.2527,-4.1517,528,395,0,-8.5,-8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,4.3483,117.387071705036,17.6129282949639,FALSE,"af_0111"
43,45,1.5053,-4.9405,1.5053,-4.9405,528,395,0,-8.5,8.4853,-0.014719,1,0,260,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,3.5595,67.0766694343632,-22.0766694343632,FALSE,"af_0111"
44,135,-2.1019,-4.6891,-2.1019,-4.6891,528,395,0,-8.5,-8.4853,-0.014719,1,0,260,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,3.8109,118.878910345558,16.1210896544418,FALSE,"af_0111"
45,90,0.0311,-5.5207,0.0311,-5.5207,528,395,0,-8.5,0,3.5,1,0,181,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,2.9793,89.4019286326423,0.59807136735769,FALSE,"af_0111"
65,90,0.4665,-3.4484,0.4665,-3.4484,528,395,0,-8.5,0,3.5,1,0,180,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,5.0516,84.7238720968246,5.27612790317544,FALSE,"af_0111"
66,135,-2.7593,-4.9703,-2.7593,-4.9703,528,395,0,-8.5,-8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,3.5297,128.016084979372,6.9839150206279,FALSE,"af_0111"
67,135,-3.1446,-5.2142,-3.1446,-5.2142,528,395,0,-8.5,-8.4853,-0.014719,1,0,120,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,3.2858,133.742090043324,1.2579099566764,FALSE,"af_0111"
68,45,4.5076,-1.9835,4.5076,-1.9835,528,395,0,-8.5,8.4853,-0.014719,1,0,221,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,6.5165,55.3275758284186,-10.3275758284186,FALSE,"af_0111"
69,90,1.2241,-2.6493,1.2241,-2.6493,528,395,0,-8.5,0,3.5,1,0,461,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,5.8507,78.1828754395884,11.8171245604116,FALSE,"af_0111"
70,135,-2.5595,-5.1024,-2.5595,-5.1024,528,395,0,-8.5,-8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,3.3976,126.991660658282,8.00833934171807,FALSE,"af_0111"
71,45,1.7255,-4.2503,1.7255,-4.2503,528,395,0,-8.5,8.4853,-0.014719,1,0,540,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,4.2497,67.9014377959966,-22.9014377959966,FALSE,"af_0111"
72,90,0.3463,-3.0248,0.3463,-3.0248,528,395,0,-8.5,0,3.5,1,0,741,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,5.4752,86.3809297090618,3.61907029093817,FALSE,"af_0111"
92,90,-0.2079,-1.8298,-0.2079,-1.8298,528,395,0,-8.5,0,3.5,1,0,320,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,6.6702,91.7852444416334,-1.78524444163335,FALSE,"af_0111"
93,45,2.2083,-3.426,2.2083,-3.426,528,395,0,-8.5,8.4853,-0.014719,1,0,240,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,5.074,66.4804208496346,-21.4804208496346,FALSE,"af_0111"
94,135,-2.0656,-5.9651,-2.0656,-5.9651,528,395,0,-8.5,-8.4853,-0.014719,1,0,180,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,2.5349,129.17536850998,5.82463149002012,FALSE,"af_0111"
95,45,1.2781,-4.0701,1.2781,-4.0701,528,395,0,-8.5,8.4853,-0.014719,1,0,260,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,44.9999358525315,4.4299,73.906267500028,-28.906267500028,FALSE,"af_0111"
96,90,-0.7457,-3.2239,-0.7457,-3.2239,528,395,0,-8.5,0,3.5,1,0,381,1,1,0,1,"af_0111","align_explicit_train_selected",12,90,5.2761,98.0446417077196,-8.04464170771963,FALSE,"af_0111"
97,135,-2.0736,-5.8313,-2.0736,-5.8313,528,395,0,-8.5,-8.4853,-0.014719,1,0,140,1,1,0,1,"af_0111","align_explicit_train_selected",8.485281,135.000064147469,2.6687,127.847475850365,7.15252414963497,FALSE,"af_0111"
