group,ID,trial,targetangle_deg,arcangle_deg,homex_cm,homey_cm,handx_cm,handy_cm,tapx_cm,tapy_cm,block,time_ms,selected,active,ro
handview,bf_3237,91,65.402,50,0,0,5.0293,10.986,4.33373761027244,11.1625436381133,1,3260,1,1,1
handview,bf_3237,92,109.84,130,0,0,-4.1174,11.409,-3.26466238972756,11.7935436381133,1,3229,1,1,1
handview,bf_3237,93,107.51,90,0,0,-3.6788,11.658,-1.66876238972756,11.2775436381133,1,3129,1,1,1
handview,bf_3237,94,92.416,90,0,0,-0.5103,12.093,1.97553761027244,12.4525436381133,1,2989,1,1,1
handview,bf_3237,95,74.178,50,0,0,3.2838,11.588,4.47663761027244,10.8475436381133,1,2869,1,1,1
handview,bf_3237,96,124.55,130,0,0,-6.9161,10.045,-4.38416238972756,11.1055436381133,1,3029,1,1,1
handview,bf_3237,97,110.39,90,0,0,-4.3588,11.728,-2.78826238972756,11.9075436381133,1,2829,1,1,1
handview,bf_3237,98,131.52,130,0,0,-8.181,9.2408,-5.69426238972756,10.8185436381133,1,2909,1,1,1
handview,bf_3237,99,71.233,50,0,0,3.8634,11.37,5.42943761027244,10.4455436381133,1,3283,1,1,1
handview,bf_3237,100,131.27,130,0,0,-8.0419,9.164,-5.36076238972756,10.7895436381133,1,2965,1,1,1
handview,bf_3237,101,91.884,50,0,0,-0.3986,12.118,4.11933761027244,11.9365436381133,1,3469,1,1,1
handview,bf_3237,102,87.074,90,0,0,0.6215,12.159,0.736967610272441,11.7645436381133,1,3502,1,1,1
handview,bf_3237,103,58.488,50,0,0,6.3071,10.287,5.95343761027244,11.5925436381133,1,3328,1,1,1
handview,bf_3237,104,88.345,90,0,0,0.3515,12.166,3.54763761027244,11.5635436381133,1,3601,1,1,1
handview,bf_3237,105,131.72,130,0,0,-8.0762,9.0594,-6.48036238972756,10.4175436381133,1,3940,1,1,1
handview,bf_3237,106,72.006,50,0,0,3.7215,11.458,4.64333761027244,10.3315436381133,1,3706,1,1,1
handview,bf_3237,107,91.016,90,0,0,-0.2177,12.273,3.54763761027244,12.0225436381133,1,3221,1,1,1
handview,bf_3237,108,133.78,130,0,0,-8.4949,8.8648,-6.17066238972756,11.0765436381133,1,3254,1,1,1
handview,bf_3237,235,64.194,50,0,0,5.3289,11.02,4.64333761027244,11.3345436381133,2,3090,1,1,1
handview,bf_3237,236,112.9,130,0,0,-4.684,11.09,-3.81256238972756,10.7615436381133,2,3019,1,1,1
handview,bf_3237,237,98.335,90,0,0,-1.7732,12.103,-3.05036238972756,11.9935436381133,2,3149,1,1,1
handview,bf_3237,238,74.559,50,0,0,3.2698,11.838,3.33333761027244,12.5095436381133,2,3189,1,1,1
handview,bf_3237,239,91.839,90,0,0,-0.3928,12.231,-0.573062389727559,12.4235436381133,2,3549,1,1,1
handview,bf_3237,240,115.65,130,0,0,-5.2686,10.971,-3.21706238972756,11.3345436381133,2,3248,1,1,1
handview,bf_3237,241,98.044,90,0,0,-1.6841,11.916,-0.120532389727559,12.8535436381133,2,3489,1,1,1
handview,bf_3237,242,125.68,130,0,0,-7.1445,9.9501,-5.45606238972756,11.0475436381133,2,3258,1,1,1
handview,bf_3237,243,78.138,50,0,0,2.4794,11.804,3.16653761027244,10.1015436381133,2,3119,1,1,1
handview,bf_3237,244,72.647,90,0,0,3.6566,11.702,4.88153761027244,10.8475436381133,2,3295,1,1,1
handview,bf_3237,245,69.345,50,0,0,4.256,11.29,4.61953761027244,11.8215436381133,2,3190,1,1,1
handview,bf_3237,246,117.68,130,0,0,-5.651,10.771,-4.76536238972756,11.1055436381133,2,3763,1,1,1
handview,bf_3237,247,59.452,50,0,0,6.2515,10.593,6.33453761027244,10.0735436381133,2,3293,1,1,1
handview,bf_3237,248,122.56,130,0,0,-6.5551,10.265,-5.76576238972756,9.70054363811331,2,3660,1,1,1
handview,bf_3237,249,102.84,90,0,0,-2.6992,11.846,-4.55096238972756,11.1625436381133,2,3682,1,1,1
handview,bf_3237,250,111.81,130,0,0,-4.4895,11.22,-2.19286238972756,12.9115436381133,2,3564,1,1,1
handview,bf_3237,251,76.3,50,0,0,2.8557,11.714,3.26183761027244,11.9655436381133,2,4558,1,1,1
handview,bf_3237,252,93.058,90,0,0,-0.6542,12.246,0.594057610272441,12.3375436381133,2,3648,1,1,1
handview,bf_3237,379,103.84,130,0,0,-2.9594,12.013,-3.31236238972756,11.2485436381133,3,3617,1,1,1
handview,bf_3237,380,107.72,90,0,0,-3.655,11.441,-4.62236238972756,11.9365436381133,3,3009,1,1,1
handview,bf_3237,381,52.282,50,0,0,7.5998,9.8266,7.02533761027244,9.18454363811331,3,3248,1,1,1
handview,bf_3237,382,76.978,50,0,0,2.7771,12.008,3.38093761027244,11.8505436381133,3,3509,1,1,1
handview,bf_3237,383,90.609,90,0,0,-0.1278,12.029,0.975167610272441,11.3345436381133,3,2889,1,1,1
handview,bf_3237,384,119.1,130,0,0,-5.8802,10.566,-4.33656238972756,11.8795436381133,3,2949,1,1,1
handview,bf_3237,385,65.138,50,0,0,5.1484,11.111,6.26303761027244,10.7615436381133,3,3109,1,1,1
handview,bf_3237,386,121.86,130,0,0,-6.3783,10.263,-4.59856238972756,11.2195436381133,3,3676,1,1,1
handview,bf_3237,387,97.332,90,0,0,-1.5582,12.111,0.379678610272441,12.3955436381133,3,3169,1,1,1
handview,bf_3237,388,90.782,90,0,0,-0.1654,12.114,0.713147610272441,11.7645436381133,3,3496,1,1,1
handview,bf_3237,389,150.7,130,0,0,-10.52,5.9046,-10.2917623897276,6.11724363811331,3,3709,1,1,1
handview,bf_3237,390,63.994,50,0,0,5.3297,10.925,3.95263761027244,11.6785436381133,3,3322,1,1,1
handview,bf_3237,391,76.38,90,0,0,2.827,11.668,4.78623761027244,10.8185436381133,3,3540,1,1,1
handview,bf_3237,392,136.69,130,0,0,-8.9826,8.4669,-7.62366238972756,8.58254363811331,3,5550,1,1,1
handview,bf_3237,393,66.997,50,0,0,4.7076,11.089,2.71393761027244,11.0765436381133,3,4916,1,1,1
handview,bf_3237,394,112.23,130,0,0,-4.5443,11.121,-3.59816238972756,11.0765436381133,3,4270,1,1,1
handview,bf_3237,395,72.123,50,0,0,3.7386,11.591,3.11893761027244,10.9905436381133,3,3498,1,1,1
handview,bf_3237,396,88.838,90,0,0,0.2454,12.095,-0.191992389727559,11.4775436381133,3,3425,1,1,1
handview,bf_3237,523,68.661,90,0,0,4.433,11.347,3.76203761027244,10.7615436381133,4,3760,1,1,1
handview,bf_3237,524,138.42,130,0,0,-8.9872,7.9733,-9.57676238972756,7.20654363811331,4,3508,1,1,1
handview,bf_3237,525,63.71,50,0,0,5.3918,10.914,5.16743761027244,10.1595436381133,4,3029,1,1,1
handview,bf_3237,526,82.34,90,0,0,1.6312,12.129,3.80963761027244,11.3055436381133,4,3054,1,1,1
handview,bf_3237,527,137.44,130,0,0,-8.9391,8.2087,-6.95666238972756,8.81184363811331,4,3429,1,1,1
handview,bf_3237,528,57.281,50,0,0,6.6086,10.287,7.02533761027244,10.3025436381133,4,3849,1,1,1
handview,bf_3237,529,74.852,50,0,0,3.1481,11.629,4.33373761027244,11.0765436381133,4,3959,1,1,1
handview,bf_3237,530,81.807,90,0,0,1.7102,11.879,3.95263761027244,11.1335436381133,4,3507,1,1,1
